"X","GAD1","GAD2","GAD3","GAD4","GAD5","GAD6","GAD7","GADE","SWL1","SWL2","SWL3","SWL4","SWL5","Game","Platform","Hours","whyplay","streams","SPIN1","SPIN2","SPIN3","SPIN4","SPIN5","SPIN6","SPIN7","SPIN8","SPIN9","SPIN10","SPIN11","SPIN12","SPIN13","SPIN14","SPIN15","SPIN16","SPIN17","Narcissism","Gender","Age","Work","Degree","Birthplace","Residence","Playstyle","GAD_T","SWL_T","SPIN_T","Anxiety"
460,0,0,0,0,0,1,0,"Somewhat difficult",6,6,6,6,5,"Starcraft 2","PC",15,"Fun",10,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,"Male",37,"Employed","Bachelors","Sweden","Sweden","Multiplayer",1,29,7,0
461,0,0,0,0,0,1,0,"Not difficult at all",6,6,6,5,3,"League of Legends","PC",40,"Competition",25,1,1,1,1,0,3,0,1,0,0,1,0,0,0,1,1,1,3,"Male",18,"Student","High School","Hungary","Hungary","Multiplayer",1,26,12,0
462,0,0,0,0,0,0,0,"Not difficult at all",2,4,4,4,3,"League of Legends","PC",40,"Competition",10,2,1,1,0,1,2,0,1,0,0,3,3,0,2,1,1,0,2,"Male",24,"Employed","High School","Unknown","Unknown","Multiplayer",0,17,18,0
463,2,1,0,0,2,3,2,"Somewhat difficult",5,2,5,6,1,"League of Legends","PC",24,"Competition",6,0,3,1,2,0,4,0,0,4,1,4,0,0,2,1,2,0,3,"Male",18,"Student","High School","Netherlands","Netherlands","Multiplayer",10,19,24,1
464,2,1,1,1,1,3,1,"Very difficult",5,5,3,4,2,"League of Legends","PC",42,"Competition",25,1,1,2,2,2,4,0,4,1,0,3,4,2,2,4,0,2,2,"Male",18,"Student","None","USA","USA","Multiplayer",10,19,34,1
465,0,1,1,1,0,0,0,"Very difficult",1,2,1,5,1,"League of Legends","PC",28,"Competition",25,1,1,2,2,1,0,3,3,2,0,2,1,0,1,2,1,1,2,"Male",20,"Student","None","Slovakia","Slovakia","Multiplayer",3,10,23,0
466,1,0,0,0,0,0,1,"Not difficult at all",4,6,5,3,2,"League of Legends","PC",8,"Competition",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"Male",18,"Unemployed","High School","USA","USA","Multiplayer",2,20,1,0
467,0,0,0,1,0,0,0,"Not difficult at all",3,5,5,4,4,"League of Legends","PC",16,"Competition",6,2,2,3,3,3,3,3,4,4,3,4,2,2,2,3,2,3,2,"Male",19,"Student","High School","USA","USA","Multiplayer",1,21,48,0
468,3,3,3,1,2,1,3,"Extremely difficult",2,2,1,2,2,"League of Legends","PC",30,"Competition",15,1,0,1,1,2,1,0,0,2,0,4,2,1,1,0,0,0,1,"Male",21,"Student","Bachelors","Australia","UK","Multiplayer",16,9,16,1
469,1,0,0,0,1,0,0,"Not difficult at all",6,6,6,5,6,"League of Legends","Console",29,"Fun",29,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,4,"Male",18,"Student","High School","Australia","Australia","Singleplayer",2,29,6,0
471,2,1,1,3,2,3,1,"Very difficult",5,3,3,2,1,"League of Legends","PC",16,"Competition",16,1,2,4,3,3,4,2,3,3,4,3,3,4,4,4,4,3,3,"Male",19,"Student","High School","Japan","USA","Multiplayer",13,14,54,1
472,1,0,0,1,1,0,0,"Not difficult at all",5,5,6,6,5,"Other","PC",12,"Fun",1,3,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,4,"Male",22,"Employed","Bachelors","USA","USA","Singleplayer",3,27,9,0
473,1,0,1,1,0,2,2,"Somewhat difficult",6,5,7,5,4,"League of Legends","PC",15,"Fun",4,0,1,1,0,2,2,4,1,1,0,1,0,0,3,3,0,0,1,"Female",29,"Employed","High School","USA","USA","Multiplayer",7,27,19,0
474,0,1,1,0,0,0,0,"Not difficult at all",4,4,4,4,2,"League of Legends","PC",12,"Fun",10,2,2,2,2,0,2,1,2,2,1,2,0,0,2,1,2,1,2,"Male",19,"Student","High School","Germany","Germany","Multiplayer",2,18,24,0
476,0,0,0,2,0,2,0,"Not difficult at all",7,7,7,7,1,"League of Legends","PC",25,"Competition",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Male",23,"Employed","High School","USA","USA","Multiplayer",4,29,0,0
477,0,0,0,0,0,0,0,"Not difficult at all",3,4,5,3,3,"League of Legends","PC",20,"Competition",25,1,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,2,"Male",22,"Student","Bachelors","France","France","Multiplayer",0,18,10,0
478,1,1,1,1,0,2,0,"Somewhat difficult",3,3,4,2,6,"League of Legends","PC",21,"Fun",28,1,2,3,3,4,4,3,3,4,3,4,4,1,4,4,1,2,1,"Male",23,"Unemployed","High School","Germany","Germany","Multiplayer",6,18,50,0
479,1,0,1,1,0,2,1,"Somewhat difficult",4,4,5,3,3,"League of Legends","PC",25,"Fun",10,0,3,1,1,1,1,1,0,1,1,1,1,0,1,2,0,1,2,"Male",18,"Student","High School","UK","UK","Multiplayer",6,19,16,0
480,1,0,0,0,0,0,0,"Not difficult at all",6,6,7,6,3,"League of Legends","PC",25,"Fun",5,2,2,1,3,0,2,1,3,2,3,4,1,0,2,0,2,1,1,"Male",20,"Student","High School","Netherlands","Netherlands","Multiplayer",1,28,29,0
481,3,2,2,2,2,3,0,"Somewhat difficult",6,5,6,6,7,"League of Legends","PC",10,"Competition",5,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,"Male",21,"Student","High School","USA","USA","Multiplayer",14,30,5,1
482,3,3,3,3,3,3,3,"Extremely difficult",1,1,1,1,1,"Other","PC",70,"Competition",0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,"Male",23,"Unemployed","None","Russia","Egypt","Multiplayer",21,5,68,1
483,1,2,3,0,0,2,0,"Somewhat difficult",2,2,1,2,3,"Other","PC",12,"Competition",20,1,3,2,1,3,2,2,4,2,1,1,2,1,2,2,1,1,1,"Male",20,"Student","High School","USA","USA","Multiplayer",8,10,31,0
486,2,2,2,2,1,2,0,"Extremely difficult",3,2,4,2,6,"Starcraft 2","PC",15,"Competition",10,0,0,0,1,0,0,1,3,3,0,0,0,0,1,0,0,3,3,"Male",24,"Student","Bachelors","Germany","Germany","Multiplayer",11,17,12,1
487,0,0,0,0,0,0,0,"Not difficult at all",7,7,7,7,7,"League of Legends","PC",35,"Fun",55,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Male",19,"Student","High School","USA","USA","Multiplayer",0,35,64,0
488,1,1,1,1,1,1,1,"Extremely difficult",2,1,3,3,2,"League of Legends","PC",30,"Competition",3,1,1,3,3,2,3,1,4,4,4,2,0,1,1,3,1,2,4,"Male",19,"Student","None","Venezuela","Netherlands","Multiplayer",7,11,36,0
489,0,0,1,1,0,1,0,"Somewhat difficult",4,3,5,3,3,"League of Legends","PC",25,"Competition",20,1,0,1,1,0,0,1,3,2,1,1,0,0,0,0,0,1,4,"Male",25,"Student","High School","Germany","Germany","Multiplayer",3,18,12,0
490,1,0,1,0,0,1,0,"Somewhat difficult",5,5,7,6,6,"League of Legends","PC",10,"Fun",2,2,1,0,1,2,2,2,0,1,1,2,3,1,1,2,1,1,4,"Male",21,"Student","Bachelors","France","France","Multiplayer",3,29,23,0
492,0,0,0,1,1,0,1,"Not difficult at all",5,7,6,5,6,"Other","PC",20,"Fun",5,0,0,0,2,1,2,1,3,2,1,2,0,1,2,1,0,0,1,"Male",20,"Employed","High School","Finland","Finland","Multiplayer",3,29,18,0
493,0,0,0,1,0,0,1,"Not difficult at all",6,5,6,6,5,"League of Legends","PC",65,"Fun",14,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,"Male",18,"Student","None","Iceland","Iceland","Multiplayer",2,28,5,0
494,1,1,0,0,0,2,1,"Not difficult at all",4,3,5,5,3,"League of Legends","PC",5,"Competition",4,1,2,1,1,0,1,2,3,2,2,4,0,1,1,1,1,1,3,"Male",18,"Student","High School","Germany","Germany","Multiplayer",5,20,24,0
495,3,2,2,2,1,3,3,"Somewhat difficult",5,5,4,5,2,"League of Legends","PC",10,"Fun",20,1,1,1,2,2,3,2,2,2,3,2,1,2,3,2,2,2,2,"Male",18,"Student","None","Hong Kong","Canada","Multiplayer",16,21,33,1
496,1,0,0,0,0,0,0,"Somewhat difficult",3,4,5,4,1,"League of Legends","PC",15,"Fun",4,0,2,1,1,0,1,2,0,1,0,4,0,0,1,0,0,4,2,"Male",24,"Unemployed","Bachelors","UK","UK","Multiplayer",1,17,17,0
497,0,0,0,0,2,1,0,"Not difficult at all",2,3,4,4,4,"League of Legends","PC",16,"Fun",3,1,3,1,1,1,0,0,0,0,0,2,0,1,1,0,0,0,1,"Male",19,"Student","High School","Australia","New Zealand ","Multiplayer",3,17,11,0
498,3,3,2,2,1,2,3,"Extremely difficult",3,4,3,3,2,"League of Legends","PC",25,"Competition",20,1,2,2,3,1,1,1,2,2,1,2,1,0,1,1,0,2,2,"Male",20,"Student","High School","Greece","Denmark","Multiplayer",16,15,23,1
500,3,3,3,3,0,0,1,"Extremely difficult",2,2,2,3,2,"League of Legends","PC",2,"Fun",7,0,2,0,2,3,2,4,0,1,1,2,3,3,3,3,0,2,1,"Male",19,"Student","Bachelors","Portugal","Portugal","Multiplayer",13,11,31,1
501,1,0,1,1,1,0,0,"Somewhat difficult",3,5,4,3,2,"League of Legends","PC",24,"Fun",20,0,1,1,2,1,1,1,1,0,1,1,0,0,0,0,0,1,2,"Male",22,"Student","High School","Sweden","Sweden","Multiplayer",4,17,11,0
502,0,0,0,0,0,0,0,"Not difficult at all",2,2,2,2,5,"League of Legends","PC",12,"Fun",20,2,3,2,4,1,1,0,1,2,3,4,1,0,1,0,1,0,1,"Male",25,"Unemployed","High School","France","France","Multiplayer",0,13,26,0
503,0,1,1,1,0,0,0,"Somewhat difficult",4,4,3,3,5,"League of Legends","PC",12,"Fun",10,0,2,1,1,1,1,0,0,1,1,2,1,0,1,1,0,0,2,"Male",20,"Student","High School","Germany","Germany","Multiplayer",3,19,13,0
504,1,0,0,0,0,1,0,"Not difficult at all",5,7,6,5,5,"League of Legends","PC",20,"Competition",20,2,0,0,2,3,2,1,1,1,0,3,2,0,1,0,1,0,1,"Male",24,"Student","High School","Belgium","Belgium","Multiplayer",2,28,19,0
506,0,0,0,0,0,0,0,"Not difficult at all",1,2,1,2,1,"League of Legends","PC",4,"Fun",0,3,3,3,3,3,1,3,3,3,1,3,1,3,3,3,1,3,1,"Female",19,"Student","High School","USA","USA","Multiplayer",0,7,43,0
507,2,2,0,1,2,0,3,"Somewhat difficult",5,7,5,3,2,"League of Legends","PC",20,"Competition",35,1,1,1,0,0,2,0,2,1,0,0,0,1,0,0,1,2,3,"Male",19,"Student","High School","Spain","Spain","Multiplayer",10,22,12,1
508,1,1,3,2,1,2,2,"Very difficult",5,5,5,6,2,"Other","PC",30,"Fun",30,3,2,1,2,1,2,0,1,2,1,4,2,1,1,0,0,0,1,"Male",21,"Unemployed","Bachelors","Canada","Canada","Singleplayer",12,23,23,1
509,0,0,0,1,1,3,0,"Somewhat difficult",1,2,2,1,2,"League of Legends","PC",28,"Competition",12,2,3,2,3,3,3,1,0,3,2,3,2,1,2,3,1,0,4,"Male",18,"Student","None","Belgium","Belgium","Multiplayer",5,8,34,0
510,1,1,2,2,1,2,1,"Somewhat difficult",6,4,7,7,7,"League of Legends","PC",60,"Fun",5,1,0,3,4,0,0,4,1,1,0,2,0,0,0,0,0,1,5,"Male",20,"Student","None","Norway","Norway","Multiplayer",10,31,17,1
511,3,3,2,2,2,1,1,"Extremely difficult",3,4,5,3,3,"Hearthstone","PC",20,"Fun",20,0,1,1,2,2,2,1,0,1,1,4,1,0,1,0,0,2,1,"Male",21,"Student","High School","Netherlands","Netherlands","Multiplayer",14,18,19,1
512,1,0,0,2,1,0,0,"Not difficult at all",2,3,4,5,2,"League of Legends","PC",20,"Fun",20,1,0,1,2,1,1,0,1,0,0,4,0,0,1,0,1,0,1,"Male",22,"Student","Bachelors","USA","USA","Singleplayer",4,16,13,0
513,0,0,0,0,0,1,1,"Not difficult at all",4,5,4,4,2,"League of Legends","PC",30,"Competition",20,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,2,"Male",21,"Employed","High School","USA","USA","Multiplayer",2,19,7,0
514,0,1,2,2,0,0,1,"Somewhat difficult",2,2,2,3,1,"League of Legends","PC",5,"Competition",16,0,1,0,2,2,0,0,1,3,1,4,0,0,1,0,0,0,2,"Male",19,"Unemployed","High School","Germany","Germany","Multiplayer",6,10,15,0
515,1,0,0,0,0,1,1,"Somewhat difficult",1,1,2,2,2,"League of Legends","PC",20,"Fun",0,2,1,0,0,0,0,2,1,0,1,0,1,2,1,1,1,2,1,"Male",19,"Student","None","USA","USA","Multiplayer",3,8,15,0
517,1,0,0,0,0,2,0,"Not difficult at all",2,3,3,3,4,"League of Legends","PC",10,"Competition",5,1,3,2,2,1,2,1,3,2,2,4,1,1,2,3,2,2,1,"Male",19,"Student","High School","Germany","Germany","Multiplayer",3,15,34,0
518,0,0,1,1,0,1,0,"Not difficult at all",5,7,6,4,1,"League of Legends","PC",20,"Competition",20,1,2,1,1,2,1,0,0,3,1,4,0,0,1,1,1,0,2,"Male",23,"Student","High School","USA","USA","Multiplayer",3,23,19,0
519,0,0,0,0,0,0,0,"Not difficult at all",6,6,7,6,7,"Counter Strike","PC",50,"Competition",1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,2,1,1,3,"Male",19,"Student","High School","Hungary","Hungary","Multiplayer",0,32,12,0
520,1,0,0,1,2,1,0,"Not difficult at all",5,5,6,4,2,"League of Legends","PC",30,"Competition",15,1,2,0,1,1,1,3,2,2,1,1,1,0,0,0,0,0,3,"Male",21,"Employed","Bachelors","USA","USA","Multiplayer",5,22,16,0
521,0,0,0,0,0,1,0,"Not difficult at all",6,7,7,4,6,"League of Legends","PC",30,"Competition",10,1,4,3,4,2,4,4,2,0,3,4,1,2,4,1,1,0,1,"Male",18,"Student","None","USA","USA","Multiplayer",1,30,40,0
522,1,2,1,0,0,1,0,"Not difficult at all",2,4,3,5,6,"League of Legends","PC",30,"Fun",20,0,1,1,2,0,0,1,3,3,3,2,1,0,0,2,0,1,1,"Male",20,"Student","High School","Germany","Germany","Multiplayer",5,20,20,0
523,3,3,3,2,2,3,3,"Somewhat difficult",5,4,5,6,5,"Starcraft 2","PC",35,"Competition",30,0,2,3,2,3,2,1,3,2,2,3,0,0,2,2,0,2,1,"Male",24,"Employed","High School","USA","USA","Singleplayer",19,25,29,1
524,1,1,1,1,0,0,1,"Not difficult at all",5,6,5,6,3,"League of Legends","PC",5,"Competition",0,0,1,0,0,2,0,1,0,2,0,1,2,1,1,2,0,0,2,"Male",18,"Student","High School","USA","USA","Multiplayer",5,25,13,0
525,1,0,2,0,0,1,0,"Somewhat difficult",4,6,3,3,5,"League of Legends","PC",20,"Competition",18,0,2,2,4,1,4,0,0,0,3,0,0,0,2,0,0,0,1,"Male",25,"Employed","Masters","France","France","Multiplayer",4,21,18,0
526,0,0,0,0,0,1,0,"Not difficult at all",3,6,6,6,3,"League of Legends","PC",10,"Fun",10,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,"Male",19,"Student","High School","Portugal","Portugal","Multiplayer",1,24,4,0
527,0,0,0,0,0,0,0,"Not difficult at all",5,5,5,5,3,"Counter Strike","PC",10,"Fun",3,1,1,2,1,2,2,2,1,1,1,0,0,0,2,1,1,2,2,"Male",21,"Unemployed","Bachelors","UK","UK","Multiplayer",0,23,20,0
528,3,3,3,3,3,3,3,"Very difficult",3,1,1,2,1,"League of Legends","PC",40,"Competition",40,1,2,4,4,3,2,2,3,4,3,4,1,2,3,4,2,2,2,"Male",19,"Unemployed","Bachelors","Netherlands","UK","Multiplayer",21,8,46,1
529,3,2,2,3,0,3,0,"Very difficult",5,7,6,5,7,"League of Legends","PC",50,"Competition",8,2,3,1,0,1,0,1,0,3,0,1,1,1,1,1,0,1,4,"Male",18,"Student","High School","Mexico","Mexico","Multiplayer",13,30,17,1
530,3,3,3,2,0,3,0,"Not difficult at all",3,4,3,4,1,"League of Legends","PC",21,"Competition",7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,"Male",19,"Employed","High School","Argentina","Argentina","Multiplayer",14,15,4,1
531,0,0,1,0,0,0,0,"Not difficult at all",6,7,7,6,4,"Other","PC",40,"Competition",12,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,2,"Male",22,"Student","High School","Germany","Germany","Singleplayer",1,30,8,0
532,0,0,1,0,0,0,0,"Not difficult at all",1,4,2,1,1,"League of Legends","PC",30,"Fun",30,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,5,"Male",22,"Employed","High School","Canada","Canada","Multiplayer",1,9,4,0
533,1,1,2,1,2,1,2,"Not difficult at all",3,3,6,6,5,"League of Legends","PC",10,"Competition",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",18,"Student","None","Serbia","Serbia","Multiplayer",10,23,1,1
534,0,0,0,0,0,1,1,"Somewhat difficult",5,5,3,2,6,"League of Legends","PC",40,"Competition",20,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3,"Male",19,"Student","High School","UK","UK","Multiplayer",2,21,6,0
535,1,1,1,2,0,1,0,"Somewhat difficult",3,4,2,2,1,"League of Legends","PC",10,"Fun",5,1,2,1,2,2,3,3,1,3,1,3,1,0,2,3,1,1,2,"Male",26,"Student","Bachelors","Germany","Germany","Multiplayer",6,12,30,0
536,0,0,0,0,1,0,0,"Somewhat difficult",2,2,6,3,2,"Starcraft 2","PC",30,"Fun",3,1,1,2,2,0,0,1,3,2,1,0,0,0,1,0,0,2,2,"Male",21,"Student","High School","Sweden","Sweden","Multiplayer",1,15,16,0
537,0,0,0,0,0,0,0,"Somewhat difficult",6,6,6,6,6,"Other","PC",8,"Fun",0,3,1,1,2,1,1,1,0,1,0,1,1,0,0,1,1,1,2,"Male",34,"Employed","Masters","Austria","Austria","Multiplayer",0,30,16,0
538,3,1,1,2,1,3,1,"Somewhat difficult",3,7,3,2,2,"League of Legends","PC",12,"Competition",2,0,3,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,3,"Male",18,"Student","High School","Canada","Canada","Multiplayer",12,17,9,1
539,0,1,0,0,1,0,1,"Not difficult at all",4,5,5,3,3,"League of Legends","PC",10,"Competition",5,1,1,1,1,2,1,1,1,1,0,2,1,1,3,2,2,1,2,"Male",18,"Student","High School","Switzerland","Switzerland","Multiplayer",3,20,22,0
540,0,1,1,1,0,0,1,"Very difficult",4,5,3,2,2,"League of Legends","PC",5,"Fun",20,1,1,1,2,0,3,4,3,1,1,3,2,0,2,1,1,1,2,"Male",21,"Student","High School","Germany","Germany","Multiplayer",4,16,27,0
541,1,0,0,0,0,0,0,"Not difficult at all",6,5,5,6,3,"League of Legends","PC",25,"Competition",3,1,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,"Male",19,"Student","High School","Canada","Canada","Multiplayer",1,25,6,0
542,1,1,1,0,0,1,0,"Not difficult at all",5,6,5,4,3,"League of Legends","PC",3,"Competition",18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,"Male",20,"Student","High School","Germany","Germany","Multiplayer",4,23,6,0
543,1,0,1,1,1,1,0,"Somewhat difficult",3,5,5,3,5,"League of Legends","PC",10,"Competition",8,0,1,2,2,1,1,0,1,1,1,1,0,0,1,1,0,0,1,"Male",20,"Student","High School","Canada","Canada","Multiplayer",5,21,13,0
544,1,1,0,1,0,1,0,"Somewhat difficult",6,6,6,7,6,"League of Legends","PC",6,"Competition",0,2,2,1,0,2,2,1,0,3,0,3,1,0,0,1,0,0,2,"Male",27,"Employed","Masters","USA","USA","Multiplayer",4,31,18,0
547,0,0,1,0,0,1,0,"Not difficult at all",2,6,5,4,1,"League of Legends","PC",10,"Fun",15,0,3,0,1,1,2,3,0,0,1,3,2,0,2,0,0,3,1,"Male",24,"Employed","High School","Netherlands","Netherlands","Multiplayer",2,18,21,0
548,1,2,2,2,1,1,1,"Somewhat difficult",1,1,1,2,1,"League of Legends","PC",50,"Fun",20,0,1,0,4,2,1,1,4,0,1,4,2,1,1,1,1,2,3,"Male",22,"Unemployed","High School","Germany","Germany","Multiplayer",10,6,26,1
549,0,1,1,0,0,1,1,"Somewhat difficult",6,6,6,5,6,"League of Legends","PC",10,"Fun",20,0,2,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,1,"Male",22,"Student","High School","Germany","Germany","Multiplayer",4,29,8,0
550,1,1,2,1,0,1,0,"Somewhat difficult",1,1,1,1,3,"League of Legends","PC",20,"Fun",40,1,3,2,2,1,3,3,3,4,3,3,2,2,4,4,2,3,3,"Male",21,"Student","High School","Germany","Germany","Multiplayer",6,7,45,0
551,1,1,0,1,0,0,0,"Not difficult at all",3,6,5,5,2,"Other","PC",10,"Competition",2,0,2,1,0,0,0,1,2,0,0,1,0,1,1,1,0,2,1,"Male",27,"Student","Masters","Germany","Germany","Multiplayer",3,21,12,0
554,2,1,2,0,0,1,0,"Somewhat difficult",2,5,3,2,1,"League of Legends","PC",20,"Competition",10,2,4,2,3,2,0,2,2,1,2,2,3,2,3,3,3,3,2,"Male",20,"Student","High School","USA","USA","Multiplayer",6,13,39,0
557,1,1,1,3,0,1,1,"Somewhat difficult",5,6,6,6,4,"League of Legends","PC",30,"Competition",20,1,1,0,1,0,0,2,0,1,0,3,2,1,1,0,0,1,1,"Male",25,"Student","PhD","UK","UK","Multiplayer",8,27,14,0
558,0,0,0,1,0,1,0,"Not difficult at all",5,7,3,2,1,"League of Legends","PC",20,"Fun",5,2,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,2,"Male",19,"Student","High School","Unknown","Netherlands","Multiplayer",2,18,8,0
559,2,0,0,2,1,2,0,"Somewhat difficult",3,3,4,3,2,"League of Legends","PC",40,"Competition",12,0,3,2,3,3,3,2,1,3,1,3,2,3,3,3,1,3,1,"Male",23,"Unemployed","Bachelors","UK","UK","Multiplayer",7,15,39,0
560,1,1,1,1,1,1,1,"Somewhat difficult",4,7,5,6,2,"League of Legends","PC",20,"Fun",40,0,0,0,1,4,0,1,1,2,0,1,2,0,1,1,0,2,1,"Female",22,"Student","Bachelors","Germany","Germany","Multiplayer",7,24,16,0
561,1,0,1,0,0,1,1,"Not difficult at all",6,6,6,4,5,"League of Legends","PC",29,"Fun",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"Male",20,"Employed","High School","Canada","Canada","Multiplayer",4,27,3,0
562,1,1,1,0,0,1,2,"Somewhat difficult",2,2,2,2,3,"Other","PC",21,"Competition",16,2,1,2,0,3,3,0,3,0,0,3,2,2,3,3,1,1,3,"Male",18,"Student","None","Norway","Norway","Multiplayer",6,11,29,0
563,1,1,2,1,0,0,0,"Not difficult at all",4,3,5,5,1,"Counter Strike","PC",17,"Fun",25,1,3,2,1,0,2,2,1,3,0,1,0,0,1,0,0,1,3,"Male",19,"Student","High School","Germany","Germany","Multiplayer",5,18,18,0
564,2,1,3,2,2,1,1,"Somewhat difficult",2,1,2,1,1,"League of Legends","PC",10,"Competition",15,2,1,0,2,3,4,1,2,1,0,0,0,0,2,1,0,1,4,"Male",28,"Student","Bachelors","Germany","Germany","Multiplayer",12,7,20,1
565,2,1,0,2,1,2,1,"Somewhat difficult",4,5,2,3,7,"League of Legends","PC",15,"Competition",45,2,0,3,1,3,3,3,3,3,1,4,2,0,3,3,1,2,2,"Male",22,"Employed","High School","USA","USA","Multiplayer",9,21,37,0
566,0,1,1,1,0,2,0,"Somewhat difficult",1,1,1,1,5,"League of Legends","PC",21,"Competition",30,2,1,2,4,3,3,4,4,4,2,4,2,3,2,2,3,0,1,"Male",23,"Unemployed","High School","USA","USA","Multiplayer",5,9,45,0
567,2,0,0,2,2,1,0,"Somewhat difficult",4,2,5,3,3,"League of Legends","PC",45,"Competition",15,2,0,1,2,1,3,1,0,4,2,4,1,0,2,2,3,1,3,"Male",18,"Student","Bachelors","Switzerland","Switzerland","Multiplayer",7,17,29,0
568,1,0,1,1,0,0,0,"Not difficult at all",5,5,5,5,1,"League of Legends","PC",8,"Fun",5,2,2,0,1,2,0,1,0,2,1,2,2,2,2,1,2,2,1,"Male",22,"Employed","High School","Sweden","Sweden","Multiplayer",3,21,24,0
569,1,0,0,0,0,1,0,"Somewhat difficult",6,6,7,5,4,"League of Legends","PC",10,"Fun",5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Male",25,"Employed","High School","USA","USA","Multiplayer",2,28,3,0
571,0,1,0,0,0,1,0,"Not difficult at all",3,7,4,2,2,"League of Legends","PC",20,"Competition",20,0,1,2,1,2,1,3,3,2,1,0,2,0,2,2,0,0,1,"Male",18,"Student","High School","Portugal","Portugal","Multiplayer",2,18,22,0
572,0,0,0,0,1,1,0,"Not difficult at all",5,6,6,5,5,"Starcraft 2","PC",5,"Competition",1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",21,"Student","High School","Poland","Poland","Multiplayer",2,27,3,0
573,1,0,1,0,0,0,1,"Somewhat difficult",3,7,6,3,7,"League of Legends","PC",28,"Competition",15,1,1,1,3,0,2,0,2,3,1,3,0,0,0,0,0,1,1,"Male",24,"Student","Bachelors","Austria","Austria","Multiplayer",3,26,18,0
574,2,2,2,2,1,0,0,"Somewhat difficult",4,6,5,4,3,"League of Legends","PC",12,"Fun",10,0,0,1,2,1,1,0,1,1,1,3,0,1,0,1,0,0,1,"Male",22,"Student","High School","USA","USA","Multiplayer",9,22,13,0
575,3,3,3,3,1,3,3,"Extremely difficult",1,2,1,1,1,"League of Legends","PC",15,"Competition",25,2,3,1,2,4,2,4,1,4,1,4,1,4,4,4,1,4,3,"Male",22,"Student","High School","USA","USA","Multiplayer",19,6,46,1
576,0,1,1,2,1,1,0,"Not difficult at all",5,6,6,6,6,"League of Legends","PC",10,"Competition",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Male",26,"Employed","Bachelors","Sweden","Sweden","Multiplayer",6,29,0,0
577,1,1,0,0,0,0,0,"Somewhat difficult",4,3,4,3,1,"Hearthstone","PC",40,"Competition",0,0,0,1,2,1,0,1,0,2,2,0,0,0,3,3,0,2,1,"Male",18,"Student","High School","UK","UK","Multiplayer",2,15,17,0
578,0,0,0,0,0,1,0,"Not difficult at all",6,6,6,6,6,"League of Legends","PC",11,"Competition",5,1,0,1,1,1,0,0,1,2,1,3,1,0,1,0,0,0,1,"Male",31,"Employed","High School","UK","UK","Multiplayer",1,30,13,0
580,1,1,1,1,0,1,0,"Somewhat difficult",3,4,6,6,3,"League of Legends","PC",20,"Fun",2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,"Male",22,"Student","High School","USA","USA","Multiplayer",5,22,3,0
581,1,1,2,1,0,0,1,"Not difficult at all",4,5,2,2,3,"League of Legends","PC",16,"Fun",8,1,2,0,2,0,2,0,0,2,2,3,0,0,0,1,1,1,1,"Male",21,"Student","High School","Germany","Germany","Multiplayer",6,16,17,0
582,0,0,1,0,0,0,0,"Somewhat difficult",5,3,4,3,2,"League of Legends","PC",15,"Competition",5,0,2,0,3,0,1,0,0,1,1,2,0,0,1,0,0,0,1,"Male",18,"Unemployed","High School","Canada","Canada","Multiplayer",1,17,11,0
583,1,3,0,1,2,3,0,"Very difficult",1,5,2,1,1,"League of Legends","PC",14,"Fun",4,0,1,1,4,2,3,3,2,1,0,2,1,2,3,2,0,0,4,"Male",20,"Employed","Bachelors","Netherlands","Netherlands","Multiplayer",10,10,27,1
